clip,window,n_frames,activity_index,distribution_uniformity,piling_score,feed_visit_rate,distress_index
520_jpg.rf.b223b6383c664cce46b097091cbf9592.jpg,720,1,0.0000,0.6612,0.3333,0.1667,0.5667
521_jpg.rf.ef01e6a404dd3316240c55d09e2386ff.jpg,721,1,0.0000,0.6612,0.2500,0.0833,0.5500
522_jpg.rf.60354758c429e448abc19a677566a8eb.jpg,722,1,0.0000,0.6934,0.0000,0.3333,0.5000
523_jpg.rf.a464120bee253261667010ca43be3dc0.jpg,723,1,0.0000,0.6290,0.1667,0.0833,0.5333
524_jpg.rf.17df20fb6e27ca97387b54fb2faa9f02.jpg,724,1,0.0000,0.6934,0.2500,0.3333,0.5500
525_jpg.rf.90bf23dbd435472826c9bbead54e63b0.jpg,725,1,0.0000,0.6612,0.0833,0.3333,0.5167
527_jpg.rf.ff6ae0daa338d111df66806983abb64b.jpg,726,1,0.0000,0.6612,0.0000,0.2500,0.5000
529_jpg.rf.2764bd8d79e29d681ba8c8b85049ab2e.jpg,727,1,0.0000,0.6612,0.0833,0.4167,0.5167
52_jpg.rf.0ea1b5bd710ca510d4bdb868a2098fcd.jpg,728,1,0.0000,0.6340,0.0000,0.0909,0.5000
531_jpg.rf.cce629e65aa23ba36759feb478b572d4.jpg,729,1,0.0000,0.6612,0.0000,0.1667,0.5000
532_jpg.rf.1e41f14e72efb56f3f0a93e8ca2ea1bc.jpg,730,1,0.0000,0.6934,0.1667,0.2500,0.5333
533_jpg.rf.41f6c70999487409ce04971421589a65.jpg,731,1,0.0000,0.6612,0.0833,0.0833,0.5167
535_jpg.rf.a72a519f71af0e9c9e090669cb5b94ee.jpg,732,1,0.0000,0.6934,0.0833,0.3333,0.5167
536_jpg.rf.3869b22627847bdc6fa89e9f22277ab9.jpg,733,1,0.0000,0.6934,0.0000,0.2500,0.5000
537_jpg.rf.90faa49d0824663f9bab63e678906c56.jpg,734,1,0.0000,0.6934,0.0000,0.2500,0.5000
538_jpg.rf.fc3669d22af3c9fc24b1537e137b1480.jpg,735,1,0.0000,0.6612,0.0833,0.3333,0.5167
539_jpg.rf.b5c73d5f2ee682aff8254e0b8ef1f4bf.jpg,736,1,0.0000,0.6290,0.0000,0.2500,0.5000
53_jpg.rf.e1c1bff2331b290a8988408dcb67dac3.jpg,737,1,0.0000,0.5988,0.0909,0.0000,0.5182
540_jpg.rf.8a6d1912177d2994cc3655a7ce0938ee.jpg,738,1,0.0000,0.6612,0.0000,0.2500,0.5000
541_jpg.rf.97f08ba372fa4ef1757318f45862cb0c.jpg,739,1,0.0000,0.6612,0.0000,0.1667,0.5000
542_jpg.rf.9a3e217b86c72baca55a27db98112c6e.jpg,740,1,0.0000,0.6340,0.0000,0.3636,0.5000
544_jpg.rf.0c30bfb8744346c530ef6dd3825240c9.jpg,741,1,0.0000,0.6612,0.2500,0.0833,0.5500
545_jpg.rf.93698befb77d839d56ed7736e127cccc.jpg,742,1,0.0000,0.6934,0.0833,0.2500,0.5167
546_jpg.rf.0570b61017d07e10123f15e4bebb6821.jpg,743,1,0.0000,0.6934,0.1667,0.0833,0.5333
547_jpg.rf.ae38153624d5f011d9d6bf385be3c8d4.jpg,744,1,0.0000,0.6612,0.4167,0.1667,0.5833
549_jpg.rf.2a8127a151f2af78c1c5a4e866f94265.jpg,745,1,0.0000,0.6612,0.0833,0.3333,0.5167
54_jpg.rf.1fcad742004f0df78575b62d40ff950b.jpg,746,1,0.0000,0.6612,0.0833,0.1667,0.5167
550_jpg.rf.6ef257c406ad70c1ff881ab10e73fb9f.jpg,747,1,0.0000,0.5967,0.0833,0.3333,0.5167
552_jpg.rf.26a086ce4893234c8d17f14959ba2daa.jpg,748,1,0.0000,0.6934,0.1667,0.0833,0.5333
554_jpg.rf.841be3f83287ebbdc71b2eb979b87251.jpg,749,1,0.0000,0.6612,0.4167,0.0000,0.5833
558_jpg.rf.6c7444418bd87db81bd7b872b696fee8.jpg,750,1,0.0000,0.6612,0.1667,0.1667,0.5333
559_jpg.rf.02107ead89b3426e2b353f565a6cc2e1.jpg,751,1,0.0000,0.6934,0.0000,0.0833,0.5000
55_jpg.rf.e5b8ef2db8a1e4adb055fba6551d44af.jpg,752,1,0.0000,0.6340,0.0000,0.0000,0.5000
560_jpg.rf.e9e8a1a924f03dbaccebf5a7cbd1a343.jpg,753,1,0.0000,0.6860,0.0000,0.2308,0.5000
561_jpg.rf.7662e5b773d38335dad98c7243c209a8.jpg,754,1,0.0000,0.6934,0.0000,0.5000,0.5000
563_jpg.rf.e197146f74742cf2868c3dacd641835d.jpg,755,1,0.0000,0.6290,0.0833,0.2500,0.5167
564_jpg.rf.1260df1031cafdb5815aa610514fc5d0.jpg,756,1,0.0000,0.6612,0.1667,0.1667,0.5333
565_jpg.rf.785076f9ca814ffd8372aff9f9a50481.jpg,757,1,0.0000,0.6612,0.1667,0.0000,0.5333
567_jpg.rf.9be0d24dbd166d9b5d9031ec874b6311.jpg,758,1,0.0000,0.6934,0.1667,0.3333,0.5333
569_jpg.rf.95ed0c779c016f7ed250c652599f85de.jpg,759,1,0.0000,0.6290,0.3333,0.3333,0.5667
570_jpg.rf.b89c38bb64d97227459b69d96d28f100.jpg,760,1,0.0000,0.6612,0.1667,0.2500,0.5333
571_jpg.rf.444cb81101965c6536bc1efc71fdbce5.jpg,761,1,0.0000,0.6612,0.0833,0.2500,0.5167
573_jpg.rf.08b196dbb7af9de9097959cc74351730.jpg,762,1,0.0000,0.6290,0.0833,0.1667,0.5167
575_jpg.rf.2891dcc4d6d45cd3d16037e230065788.jpg,763,1,0.0000,0.6612,0.3333,0.4167,0.5667
577_jpg.rf.6d086166ad37152a6664c87a0086ec06.jpg,764,1,0.0000,0.6612,0.1667,0.1667,0.5333
578_jpg.rf.1b5ed4ad01830a83fa1965439dacf312.jpg,765,1,0.0000,0.6290,0.1667,0.0833,0.5333
579_jpg.rf.6dc256a0a0b97497632facfcab27a9c6.jpg,766,1,0.0000,0.6934,0.0833,0.1667,0.5167
580_jpg.rf.ee17c4763a0a198e366871fe30715834.jpg,767,1,0.0000,0.6691,0.0000,0.2727,0.5000
582_jpg.rf.461b3f899c6665bcc95daa2560197d42.jpg,768,1,0.0000,0.6612,0.1667,0.2500,0.5333
584_jpg.rf.8bbfd398952324886176063b3b5f2c1c.jpg,769,1,0.0000,0.6612,0.3333,0.5000,0.5667
585_jpg.rf.cf0a162b9e0fef0e18d36bb40e571b07.jpg,770,1,0.0000,0.6290,0.0833,0.1667,0.5167
586_jpg.rf.4be6c18a202223bdc97c13129a226d8f.jpg,771,1,0.0000,0.6934,0.4167,0.1667,0.5833
587_jpg.rf.213eff714285dc9795a378427be0f2cb.jpg,772,1,0.0000,0.6934,0.1667,0.3333,0.5333
588_jpg.rf.0015596367d16df4798350d2432f7d2c.jpg,773,1,0.0000,0.6612,0.2500,0.1667,0.5500
589_jpg.rf.4a68cbef45a964dca7c64577dc6bae92.jpg,774,1,0.0000,0.6934,0.1667,0.2500,0.5333
58_jpg.rf.2c57953a0b33671dfa75b8c282f2a191.jpg,775,1,0.0000,0.5967,0.2500,0.0000,0.5500
590_jpg.rf.b41171f7b2d33fa210acf93051a54eae.jpg,776,1,0.0000,0.6612,0.1667,0.3333,0.5333
591_jpg.rf.9eee3bb8bce75bbe1a619984955be27b.jpg,777,1,0.0000,0.6290,0.2500,0.0833,0.5500
592_jpg.rf.8e88a545d6d2f41518e8e145461502c7.jpg,778,1,0.0000,0.6612,0.1667,0.1667,0.5333
593_jpg.rf.8aa460043fe4ab253b8071dac348d5bc.jpg,779,1,0.0000,0.6934,0.1667,0.1667,0.5333
594_jpg.rf.848dd65f0055fdb7552e1809477ca671.jpg,780,1,0.0000,0.6691,0.0909,0.4545,0.5182
595_jpg.rf.d9c13e78439dee609bf133c3e07ed5b4.jpg,781,1,0.0000,0.6934,0.0833,0.2500,0.5167
596_jpg.rf.f6f19001685d6f4375194d5b6c67c14b.jpg,782,1,0.0000,0.6612,0.0833,0.1667,0.5167
598_jpg.rf.9dd6cab88b23d4d44d9666f3a89f3cfb.jpg,783,1,0.0000,0.6612,0.0833,0.3333,0.5167
59_jpg.rf.e60240aa433082a6a18e0900faaad89b.jpg,784,1,0.0000,0.6168,0.4167,0.0000,0.5833
5_jpg.rf.0814b12d453f2f86e25271ad8bb41abb.jpg,785,1,0.0000,0.6934,0.0000,0.3333,0.5000
600_jpg.rf.7f100a48bcb89f1b861488fbdf0fe06b.jpg,786,1,0.0000,0.6934,0.0000,0.3333,0.5000
601_jpg.rf.1b052bf844e7f6761985b107fa329a4e.jpg,787,1,0.0000,0.6612,0.1667,0.2500,0.5333
603_jpg.rf.09ec936e4af254f85350b40b5506444d.jpg,788,1,0.0000,0.6612,0.0833,0.1667,0.5167
604_jpg.rf.1bd39319621f832c9ea47a2db53111e6.jpg,789,1,0.0000,0.6612,0.2500,0.0833,0.5500
605_jpg.rf.79220555daffef3ac83b376fd5d45fd9.jpg,790,1,0.0000,0.6612,0.0000,0.2500,0.5000
606_jpg.rf.025b30965c40fb1fefa506e45cee8d7b.jpg,791,1,0.0000,0.6934,0.0833,0.3333,0.5167
607_jpg.rf.a55051863316dee9d5dd2caff1d731b5.jpg,792,1,0.0000,0.6934,0.0000,0.4167,0.5000
608_jpg.rf.3ba1d5ab2c34ecf6482833a3afe584da.jpg,793,1,0.0000,0.6612,0.3333,0.2500,0.5667
609_jpg.rf.a0df45bae2feeb4d93048ba8cbba8f0b.jpg,794,1,0.0000,0.6691,0.0000,0.1818,0.5000
60_jpg.rf.4e736614afea9a6375c942d2007b60a8.jpg,795,1,0.0000,0.5322,0.3333,0.0000,0.5667
610_jpg.rf.82176a881823cfef4cb4fddea58719c4.jpg,796,1,0.0000,0.6934,0.0833,0.1667,0.5167
611_jpg.rf.c474f600e13c5d0dcd1caaffc114781a.jpg,797,1,0.0000,0.6934,0.1667,0.2500,0.5333
612_jpg.rf.7227b7c2cc5f6b761ed93fa9656647fc.jpg,798,1,0.0000,0.6612,0.1667,0.2500,0.5333
613_jpg.rf.e9bbbaadcf4e956e3f2141efc585907b.jpg,799,1,0.0000,0.6290,0.1667,0.1667,0.5333
614_jpg.rf.6106adbce46c861e62e5f7d897146627.jpg,800,1,0.0000,0.6934,0.3333,0.3333,0.5667
615_jpg.rf.f6cb710e36c7d63ff142aa3bd2e22f46.jpg,801,1,0.0000,0.6934,0.1667,0.5000,0.5333
616_jpg.rf.a17285fbc4356a83e32304da57c2cc11.jpg,802,1,0.0000,0.6934,0.0833,0.2500,0.5167
618_jpg.rf.afa48231e0daf922a025dc4c21bdf23e.jpg,803,1,0.0000,0.6934,0.0833,0.1667,0.5167
619_jpg.rf.13e0f70d861796ecd08b8970e7ff7ef1.jpg,804,1,0.0000,0.6934,0.2500,0.3333,0.5500
61_jpg.rf.2a4d7e757d7fe3419aa998dff4d9a1ab.jpg,805,1,0.0000,0.6612,0.0833,0.2500,0.5167
621_jpg.rf.97b7a9ad736e0a43e25bda55669c70fa.jpg,806,1,0.0000,0.6691,0.0000,0.1818,0.5000
622_jpg.rf.0c10327dc28a8bd98711e707bb909302.jpg,807,1,0.0000,0.6860,0.0000,0.3077,0.5000
624_jpg.rf.8963e66eca48d8e0169b614ae42a6db9.jpg,808,1,0.0000,0.6612,0.1667,0.5833,0.5333
625_jpg.rf.98b98524563d535c51731d9462bfd16d.jpg,809,1,0.0000,0.6934,0.0833,0.4167,0.5167
626_jpg.rf.96aab70f8d2e223dbf5f505f734cbf7b.jpg,810,1,0.0000,0.6934,0.1667,0.2500,0.5333
627_jpg.rf.b5f3475b75b7b27efbcb05732505d1f1.jpg,811,1,0.0000,0.6612,0.0000,0.1667,0.5000
628_jpg.rf.6e22f38e5a19aca48e6b5307fa07666f.jpg,812,1,0.0000,0.6612,0.1667,0.2500,0.5333
629_jpg.rf.4f8fc26f3a8b2784c4f84350e674af44.jpg,813,1,0.0000,0.6612,0.4167,0.5000,0.5833
62_jpg.rf.d80815959af704a140ce19684547c464.jpg,814,1,0.0000,0.5523,0.1667,0.1667,0.5333
630_jpg.rf.3dd0c1b3c5f391a6ab30cbfdc42d7ea5.jpg,815,1,0.0000,0.6612,0.1667,0.4167,0.5333
631_jpg.rf.4a1c6c9820d902d70376c9476fca9b19.jpg,816,1,0.0000,0.6934,0.0833,0.4167,0.5167
632_jpg.rf.7b696de23828ac8c24b2b1edd9017b10.jpg,817,1,0.0000,0.6934,0.0000,0.4167,0.5000
633_jpg.rf.9f82f5b48978e9461da6e0fab54490c3.jpg,818,1,0.0000,0.6612,0.3333,0.1667,0.5667
636_jpg.rf.f0807d480481e587d8bc184c4ca49b4d.jpg,819,1,0.0000,0.7158,0.1538,0.1538,0.5308
637_jpg.rf.b0875b1c4ae5bf95f0a256c5b78145fa.jpg,820,1,0.0000,0.6612,0.7500,0.0833,0.6500
638_jpg.rf.88b1637205ffe4a46610f037ae6dc5cf.jpg,821,1,0.0000,0.6934,0.2500,0.1667,0.5500
639_jpg.rf.04d0876cf173f824d376f62713c0cb17.jpg,822,1,0.0000,0.6934,0.0000,0.4167,0.5000
641_jpg.rf.cf9946f52c52a7b9fa77c9b715ca9999.jpg,823,1,0.0000,0.6290,0.1667,0.0000,0.5333
642_jpg.rf.dc9026d662e53a10673e54a7e7bc6dea.jpg,824,1,0.0000,0.6934,0.3333,0.4167,0.5667
643_jpg.rf.0578a0cb58da8bfb68dbc8b987f21bf4.jpg,825,1,0.0000,0.6934,0.0833,0.2500,0.5167
646_jpg.rf.377761004650de08f51fb520448d3ba2.jpg,826,1,0.0000,0.6612,0.2500,0.2500,0.5500
647_jpg.rf.3221c9ac407157d82eea32710e1f2d92.jpg,827,1,0.0000,0.6934,0.1667,0.2500,0.5333
649_jpg.rf.7e817276350d3768b934314036139b5e.jpg,828,1,0.0000,0.6290,0.2500,0.1667,0.5500
64_jpg.rf.a681207c84610fff4b303b86419ce630.jpg,829,1,0.0000,0.5401,0.4167,0.1667,0.5833
650_jpg.rf.9e73a6b39d0debc683c174e872c30c0c.jpg,830,1,0.0000,0.6290,0.2500,0.0000,0.5500
651_jpg.rf.6cd64e97b166b64ef534302c2a793d56.jpg,831,1,0.0000,0.6612,0.2500,0.1667,0.5500
652_jpg.rf.9a3ee2a4229757c0a6682e965418c238.jpg,832,1,0.0000,0.6934,0.2500,0.0000,0.5500
653_jpg.rf.cdf45bc3cb1774a4070b87825fb3849a.jpg,833,1,0.0000,0.6934,0.0000,0.5000,0.5000
654_jpg.rf.1209bcdc41f07ae8a98fc0158f417bb1.jpg,834,1,0.0000,0.6612,0.0833,0.2500,0.5167
655_jpg.rf.731745e2fc8e03ad7bd042e845798734.jpg,835,1,0.0000,0.6934,0.2500,0.0000,0.5500
656_jpg.rf.e3ea6c2ae7fdd5efe875ae670cd2ee52.jpg,836,1,0.0000,0.6934,0.1667,0.0000,0.5333
657_jpg.rf.ef0bd82257ec072e39a26f8efb24183f.jpg,837,1,0.0000,0.6934,0.4167,0.3333,0.5833
658_jpg.rf.4519923a1feb33391a89497fab514be4.jpg,838,1,0.0000,0.6934,0.0000,0.3333,0.5000
659_jpg.rf.68f04ae8c362a8c29f2ec12edd84bfc6.jpg,839,1,0.0000,0.6612,0.3333,0.0833,0.5667
65_jpg.rf.f4b06d99507d63b462cbe0784d26e9ae.jpg,840,1,0.0000,0.5967,0.2500,0.0000,0.5500
661_jpg.rf.6336b1e73d420f8645035bb4416bb065.jpg,841,1,0.0000,0.6612,0.0833,0.1667,0.5167
662_jpg.rf.2a6b22f0c2851dcd9d37948cdb0ce26f.jpg,842,1,0.0000,0.6290,0.1667,0.2500,0.5333
663_jpg.rf.e37ed4a5c1fa78b11fe94a55fd23cbb2.jpg,843,1,0.0000,0.6612,0.3333,0.1667,0.5667
664_jpg.rf.01807f0ac7d3270fc74abbf582eb63a1.jpg,844,1,0.0000,0.6934,0.0833,0.3333,0.5167
665_jpg.rf.81e1e6b6b74cf61b2922fbae4ec68e8a.jpg,845,1,0.0000,0.6934,0.0833,0.0833,0.5167
666_jpg.rf.6967743452d8613aa3dc32d2a017f371.jpg,846,1,0.0000,0.6612,0.2500,0.0000,0.5500
667_jpg.rf.6aec61d80db2a7f737fa18376b483c8b.jpg,847,1,0.0000,0.6934,0.1667,0.1667,0.5333
668_jpg.rf.51183d124083588c01cd12941d47a572.jpg,848,1,0.0000,0.6612,0.0833,0.0000,0.5167
669_jpg.rf.9de1103926055b3fc7d9b94a9b66fb5e.jpg,849,1,0.0000,0.6691,0.1818,0.0000,0.5364
66_jpg.rf.0b4b5eb0849c18339593998c83f727db.jpg,850,1,0.0000,0.5645,0.0833,0.4167,0.5167
671_jpg.rf.b1fa1fec1b77b4fdf1c796426df80ea0.jpg,851,1,0.0000,0.6612,0.0000,0.2500,0.5000
672_jpg.rf.8ecd812a8461e81c52f7e94dfb607670.jpg,852,1,0.0000,0.6934,0.0833,0.4167,0.5167
673_jpg.rf.e2abadefc5acbbb062831abeddbf76ff.jpg,853,1,0.0000,0.6934,0.0833,0.0833,0.5167
674_jpg.rf.a3927d8a06980b2c730e5d514aeffc84.jpg,854,1,0.0000,0.6612,0.0833,0.5000,0.5167
677_jpg.rf.242a1096d09ce1e823dde62ae0f18652.jpg,855,1,0.0000,0.6934,0.3333,0.3333,0.5667
678_jpg.rf.ba7b9a7e4e2528284c2a2dccac6ca436.jpg,856,1,0.0000,0.6934,0.0000,0.2500,0.5000
679_jpg.rf.6adb56b79428c17ceec69ae4db6542ad.jpg,857,1,0.0000,0.6612,0.0833,0.3333,0.5167
67_jpg.rf.1c237d19fb708519e33deefcde95b005.jpg,858,1,0.0000,0.5845,0.3333,0.0000,0.5667
681_jpg.rf.5d6d98c252be6a738e5792c843e776db.jpg,859,1,0.0000,0.6934,0.1667,0.0000,0.5333
683_jpg.rf.6db2308881f5702b0ad031702c25b1c6.jpg,860,1,0.0000,0.6290,0.1667,0.3333,0.5333
684_jpg.rf.68d5a5ba9248749d2d7f28317e7ee583.jpg,861,1,0.0000,0.6612,0.4167,0.1667,0.5833
685_jpg.rf.9f57909ab80282a3cdb52a8b01aef1be.jpg,862,1,0.0000,0.6290,0.5833,0.3333,0.6167
686_jpg.rf.d80afae03f70e2c57a09522b9bc1a9ab.jpg,863,1,0.0000,0.6934,0.2500,0.2500,0.5500
687_jpg.rf.1d04bc85cc913df04b15b7adaf9c10b5.jpg,864,1,0.0000,0.6934,0.1667,0.1667,0.5333
688_jpg.rf.876ed636fff6df4ad481d57eb3fc642c.jpg,865,1,0.0000,0.6290,0.1667,0.3333,0.5333
689_jpg.rf.7ec5a2065c83ebf2ce1d3d27a2f920cb.jpg,866,1,0.0000,0.6612,0.0833,0.1667,0.5167
68_jpg.rf.7b30bdfead93bc8a0cec71d482b3fea7.jpg,867,1,0.0000,0.6290,0.0833,0.0000,0.5167
690_jpg.rf.aafaf1a322d37fcf1a68f652d095d747.jpg,868,1,0.0000,0.6934,0.3333,0.3333,0.5667
692_jpg.rf.7436c43afe6d51833e0330bc3e74ccd4.jpg,869,1,0.0000,0.6612,0.0833,0.4167,0.5167
694_jpg.rf.b3e7a15100fd264604692a5f1852984d.jpg,870,1,0.0000,0.6612,0.3333,0.1667,0.5667
695_jpg.rf.dbc783d464387c2328c04ca12ee75277.jpg,871,1,0.0000,0.6934,0.0000,0.3333,0.5000
697_jpg.rf.34e5548e75b184d5051b2b918a3ccf99.jpg,872,1,0.0000,0.6934,0.1667,0.4167,0.5333
698_jpg.rf.2e2e2bda5082811d1bb46ece9a2b0cf1.jpg,873,1,0.0000,0.6691,0.0000,0.7273,0.5000
699_jpg.rf.6bd045ee162229bdcb1c2f98cafe4884.jpg,874,1,0.0000,0.6934,0.0833,0.2500,0.5167
6_jpg.rf.a343d0107b45f689fb259cc0e4fe74a4.jpg,875,1,0.0000,0.5645,0.4167,0.0833,0.5833
700_jpg.rf.9e9d1077d3994a04326f904d2c3a70e2.jpg,876,1,0.0000,0.6612,0.5000,0.3333,0.6000
703_jpg.rf.9e4e5656dcc07ee5f332911acfa586d4.jpg,877,1,0.0000,0.6934,0.0000,0.1667,0.5000
704_jpg.rf.cf864943e94f43ade3aa97517dc739f3.jpg,878,1,0.0000,0.6934,0.1667,0.0833,0.5333
706_jpg.rf.53de1b5bcba7ebb398a38c96b3065ae6.jpg,879,1,0.0000,0.6934,0.1667,0.1667,0.5333
707_jpg.rf.12471ec51519e6b4acd7b88ad6b87234.jpg,880,1,0.0000,0.6612,0.0833,0.1667,0.5167
708_jpg.rf.9b462366d47ebb640e6755aec54e21ac.jpg,881,1,0.0000,0.6934,0.1667,0.2500,0.5333
710_jpg.rf.4c1a69c25428a4abc46f02deb12de4a5.jpg,882,1,0.0000,0.6612,0.1667,0.3333,0.5333
711_jpg.rf.31d0c5f9910000c16026ffd2ae9362e5.jpg,883,1,0.0000,0.6934,0.3333,0.0000,0.5667
712_jpg.rf.795298bfc1a36c218ac0d5cdfc6a59e1.jpg,884,1,0.0000,0.6934,0.3333,0.1667,0.5667
714_jpg.rf.a31af5989a5a7e1d500a0058d7dee10c.jpg,885,1,0.0000,0.6934,0.1667,0.3333,0.5333
715_jpg.rf.1727cae3421f11d27e252331e33ddc14.jpg,886,1,0.0000,0.6934,0.0000,0.0000,0.5000
716_jpg.rf.f632244f1411a4bd725c94a0e4461e2d.jpg,887,1,0.0000,0.6934,0.0000,0.2500,0.5000
718_jpg.rf.91b9956811978f2f212d310743026e36.jpg,888,1,0.0000,0.6934,0.4167,0.2500,0.5833
719_jpg.rf.e6a74440923b447229e4c1db92e6ce3f.jpg,889,1,0.0000,0.6612,0.0833,0.1667,0.5167
71_jpg.rf.1bcf85918526c3a326571df544a364b9.jpg,890,1,0.0000,0.5967,0.0000,0.0000,0.5000
720_jpg.rf.1f6939693288769d844311e282bbcb38.jpg,891,1,0.0000,0.6934,0.1667,0.0833,0.5333
721_jpg.rf.b22692f24f5efed9115d150547556999.jpg,892,1,0.0000,0.6934,0.2500,0.1667,0.5500
722_jpg.rf.8a29aeaa9820675f263e5b488e67f6a0.jpg,893,1,0.0000,0.6612,0.2500,0.2500,0.5500
723_jpg.rf.2b191a8a7a3098a19ca457cafbbfc947.jpg,894,1,0.0000,0.6612,0.3333,0.1667,0.5667
724_jpg.rf.4c5b6178169b8c24b5bf265c3f740358.jpg,895,1,0.0000,0.6934,0.0833,0.4167,0.5167
725_jpg.rf.f687213597997dedafc840b99a7cb6e4.jpg,896,1,0.0000,0.6934,0.1667,0.1667,0.5333
726_jpg.rf.9d76956db56f669a467eee86320cd7bd.jpg,897,1,0.0000,0.6934,0.0833,0.2500,0.5167
727_jpg.rf.faf0d4563209c85f0f91cc46c4684032.jpg,898,1,0.0000,0.6934,0.5000,0.0833,0.6000
728_jpg.rf.0c7c28dca25f52f00a4dd322443087b6.jpg,899,1,0.0000,0.6934,0.1667,0.1667,0.5333
72_jpg.rf.3bdb952c1c0072398711bf140eb38e58.jpg,900,1,0.0000,0.5523,0.1667,0.1667,0.5333
730_jpg.rf.fe982a08b7be4fe92abd7e3c11b5863e.jpg,901,1,0.0000,0.6934,0.0000,0.3333,0.5000
731_jpg.rf.ab2ad8ea54124ea3d1c35b0d339ecfcc.jpg,902,1,0.0000,0.6290,0.5000,0.2500,0.6000
732_jpg.rf.7dcc14f4dd37001f90dc67a1099082c0.jpg,903,1,0.0000,0.6934,0.1667,0.1667,0.5333
733_jpg.rf.2cded875956cdb422ae1593e44709b58.jpg,904,1,0.0000,0.6612,0.4167,0.3333,0.5833
734_jpg.rf.6362b6c4e581f72be4dc7c3d07ceaf6c.jpg,905,1,0.0000,0.6290,0.0833,0.2500,0.5167
735_jpg.rf.714d58179fc9230b1b652ae049bf8f02.jpg,906,1,0.0000,0.6934,0.0833,0.3333,0.5167
736_jpg.rf.68f436c490a043f8f066e182fcb8822b.jpg,907,1,0.0000,0.6934,0.3333,0.2500,0.5667
737_jpg.rf.ab3e7a37de1c8ffb624920946ff37d37.jpg,908,1,0.0000,0.6934,0.0000,0.2500,0.5000
738_jpg.rf.cea3e853b59c033ce487589304bf3691.jpg,909,1,0.0000,0.6934,0.2500,0.3333,0.5500
739_jpg.rf.14d0f537f63da05ed0ffa4a38c9ef1ef.jpg,910,1,0.0000,0.6612,0.3333,0.4167,0.5667
740_jpg.rf.264da5c73e250f196b30540c18aaf9b0.jpg,911,1,0.0000,0.6340,0.1818,0.2727,0.5364
741_jpg.rf.cbb23800355f1f32e3b0affcf7a7cc0c.jpg,912,1,0.0000,0.6425,0.0000,0.1000,0.5000
742_jpg.rf.47500450e0f06e1b7cc688bca7fe1b8c.jpg,913,1,0.0000,0.6934,0.4167,0.0833,0.5833
744_jpg.rf.d93714d2c15f0b19eb39ffda972782ac.jpg,914,1,0.0000,0.6934,0.2500,0.2500,0.5500
746_jpg.rf.957e67a5639abd32f67f9e7c4fb23a03.jpg,915,1,0.0000,0.6934,0.0000,0.4167,0.5000
747_jpg.rf.3a6345a25e1f322870892d3f254a1ffc.jpg,916,1,0.0000,0.6612,0.4167,0.2500,0.5833
748_jpg.rf.c45b085d4ff0fa1171ea3d9e34f6df31.jpg,917,1,0.0000,0.6934,0.4167,0.0000,0.5833
749_jpg.rf.5430bbaaa930c44623852b71e3542111.jpg,918,1,0.0000,0.6612,0.2500,0.4167,0.5500
74_jpg.rf.dc4137795ba5c82a6469a0e01df628a6.jpg,919,1,0.0000,0.6290,0.0000,0.0833,0.5000
751_jpg.rf.750ded3a9b73ad8bc981d8ed2526a79a.jpg,920,1,0.0000,0.6934,0.1667,0.1667,0.5333
752_jpg.rf.95825a49e315f1f8b4a1bba6858a2332.jpg,921,1,0.0000,0.6934,0.0000,0.0833,0.5000
753_jpg.rf.8994fd72bf510ac1d525af8386aaffef.jpg,922,1,0.0000,0.6934,0.0833,0.2500,0.5167
754_jpg.rf.b184d70574a2f8e2c0eb06c8b6569a59.jpg,923,1,0.0000,0.6691,0.1818,0.2727,0.5364
755_jpg.rf.d1b69ce75663e25663e47b756af81fad.jpg,924,1,0.0000,0.6691,0.1818,0.2727,0.5364
756_jpg.rf.b06eb23f13e7ae4d19fb791c326f4c1b.jpg,925,1,0.0000,0.6934,0.2500,0.5000,0.5500
757_jpg.rf.f858a6f808e24aabdb43060b0f89a262.jpg,926,1,0.0000,0.6612,0.4167,0.4167,0.5833
758_jpg.rf.1c54f603edf7c498e3ddc2acdb815796.jpg,927,1,0.0000,0.6612,0.0000,0.5000,0.5000
759_jpg.rf.0ab4c155c65d407ebb2f6892bf4e6f7f.jpg,928,1,0.0000,0.6612,0.1667,0.5000,0.5333
75_jpg.rf.ae603223cfc9034824ef85a4e70338b2.jpg,929,1,0.0000,0.6290,0.0000,0.1667,0.5000
760_jpg.rf.e0738fdd445ed6cb9f1874626b61dcf7.jpg,930,1,0.0000,0.6612,0.1667,0.2500,0.5333
762_jpg.rf.57989c15ba4b0d69e89e9f6208348dd3.jpg,931,1,0.0000,0.6612,0.2500,0.2500,0.5500
763_jpg.rf.dd98931ae09b59ae2ecdd2ad1a0b2b48.jpg,932,1,0.0000,0.6612,0.1667,0.2500,0.5333
765_jpg.rf.e3d370c46a01698cd1578ea21eb8f2c5.jpg,933,1,0.0000,0.6934,0.0833,0.3333,0.5167
766_jpg.rf.5d6188434097a1ece41cace67559592b.jpg,934,1,0.0000,0.6612,0.3333,0.3333,0.5667
767_jpg.rf.a87951cb8c8cdeef581e4ac00f781ade.jpg,935,1,0.0000,0.6612,0.2500,0.2500,0.5500
768_jpg.rf.1ae561b786a8ca5594a88633f75d6d9b.jpg,936,1,0.0000,0.6691,0.0000,0.2727,0.5000
76_jpg.rf.6302e5a9154aa4adc01cfd0e0fa3406d.jpg,937,1,0.0000,0.6168,0.0833,0.0833,0.5167
