clip,window,n_frames,activity_index,distribution_uniformity,piling_score,feed_visit_rate,distress_index
1179_jpg.rf.271bfa56e787aa739d64feb0b4d21113.jpg,222,1,0.0000,0.3869,0.0000,1.0000,0.5000
117_jpg.rf.f56f9f963d53dbd9a921a528f3433486.jpg,223,1,0.0000,0.6934,0.0000,0.3333,0.5000
1180_jpg.rf.575000e47f2b10194f2ab7773b823ea2.jpg,224,1,0.0000,0.6934,0.5833,0.0833,0.6167
1182_jpg.rf.9875770a19f947926f56be60831f1235.jpg,225,1,0.0000,0.3066,0.0000,1.0000,0.5000
1183_jpg.rf.9c1af84e4c7f59635bc4f4964493e983.jpg,226,1,0.0000,0.3066,0.0000,1.0000,0.5000
1184_jpg.rf.4746ef2e67b344dc9135b75185293f59.jpg,227,1,0.0000,0.3869,0.0000,1.0000,0.5000
1185_jpg.rf.983b11866f79808d78a4fc158933bee7.jpg,228,1,0.0000,0.3869,0.0000,1.0000,0.5000
1186_jpg.rf.b905f42603b0eade6c97cd6260aeeffc.jpg,229,1,0.0000,0.3066,0.0000,1.0000,0.5000
1187_jpg.rf.ba483e2f8fa3e68389ce77366bd57449.jpg,230,1,0.0000,0.3869,0.0000,1.0000,0.5000
1188_jpg.rf.83372fa18a5965f6e6f96a1197255648.jpg,231,1,0.0000,0.3066,0.0000,1.0000,0.5000
1189_jpg.rf.bf2fa285869482bbf92e56282d1bd8c5.jpg,232,1,0.0000,0.5000,0.0000,1.0000,0.5000
118_jpg.rf.3d7c1610043ec8cceb1b45a52dfbe5ee.jpg,233,1,0.0000,0.6612,0.0000,0.1667,0.5000
1190_jpg.rf.417c5e1f96fd7fecfd65035da04b9671.jpg,234,1,0.0000,0.3869,0.0000,1.0000,0.5000
1191_jpg.rf.d8a43ee29b99158a4506a819ef7f6b44.jpg,235,1,0.0000,0.3066,0.0000,1.0000,0.5000
1192_jpg.rf.99d22b5d940fe9d4f26be1f548f33890.jpg,236,1,0.0000,0.1934,0.0000,1.0000,0.5000
1194_jpg.rf.767c6fe36e6896f2e82b0d942ae6a961.jpg,237,1,0.0000,0.3066,0.0000,1.0000,0.5000
1196_jpg.rf.e3a128555ebf99970756fcec9bd78423.jpg,238,1,0.0000,0.3066,0.0000,1.0000,0.5000
1198_jpg.rf.3b246ae5906e779adf8cb1b43c27cff0.jpg,239,1,0.0000,0.1934,0.0000,1.0000,0.5000
1199_jpg.rf.aca16e0f069e3ea70b900ae22ffe0559.jpg,240,1,0.0000,0.3869,0.0000,1.0000,0.5000
11_jpg.rf.ada6e29a7ef129ad985b7d26abfe0f55.jpg,241,1,0.0000,0.5967,0.0000,0.2500,0.5000
1200_jpg.rf.45f17afbbefbf79b395900b3a744321f.jpg,242,1,0.0000,0.0000,0.0000,1.0000,0.5000
1202_jpg.rf.0fbaad01554859ea89c4ee2527ead396.jpg,243,1,0.0000,0.3066,0.0000,1.0000,0.5000
1203_jpg.rf.c09b03acfec785b23974463665617cac.jpg,244,1,0.0000,0.1934,0.0000,1.0000,0.5000
1204_jpg.rf.33c84773bf0cc0fbd4440872f1ed1efe.jpg,245,1,0.0000,0.1934,0.0000,1.0000,0.5000
1205_jpg.rf.4b74f6aa820f9541fb8b79767f14dde1.jpg,246,1,0.0000,0.0000,0.0000,1.0000,0.5000
1206_jpg.rf.1b0257fe05832790299219b1a46fa1f1.jpg,247,1,0.0000,0.1934,0.0000,1.0000,0.5000
120828,248,13,0.2280,0.6513,0.0000,0.0962,0.3860
1208_jpg.rf.483d124a7a72ead8b7b6be3e8910b35d.jpg,249,1,0.0000,0.3066,0.0000,1.0000,0.5000
120910-10-,250,1,0.0000,0.7158,0.3077,0.3077,0.5615
120910-11-,251,1,0.0000,0.6612,0.1667,0.0000,0.5333
120910-13-,252,1,0.0000,0.6934,0.1667,0.1667,0.5333
120910-15-,253,1,0.0000,0.6934,0.4167,0.1667,0.5833
120910-2-,254,1,0.0000,0.6290,0.1667,0.3333,0.5333
120910-3-,255,1,0.0000,0.6934,0.1667,0.2500,0.5333
120910-4-,256,1,0.0000,0.6612,0.2500,0.1667,0.5500
120910-5-,257,1,0.0000,0.6934,0.0000,0.2500,0.5000
120910-6-,258,1,0.0000,0.6934,0.4167,0.0000,0.5833
120910-7-,259,1,0.0000,0.6934,0.1667,0.2500,0.5333
120910-8-,260,1,0.0000,0.6934,0.2500,0.1667,0.5500
1209_jpg.rf.d2d22a475c2c72406750c4e60fcdc2fe.jpg,261,1,0.0000,0.1934,0.0000,1.0000,0.5000
1211_jpg.rf.cdf0f8332e6e9b76cf28413303964999.jpg,262,1,0.0000,0.1934,0.0000,1.0000,0.5000
1213_jpg.rf.b9e1dbc002ead4022382c69defa48984.jpg,263,1,0.0000,0.1934,0.0000,1.0000,0.5000
1214_jpg.rf.1ec2e61a8fa433dfb5ebe6b237d90f39.jpg,264,1,0.0000,0.0000,0.0000,1.0000,0.5000
1215_jpg.rf.1612b6072cd90db8be25b97f3643b34c.jpg,265,1,0.0000,0.6934,0.3333,0.0000,0.5667
121617,266,9,0.2317,0.6483,0.1652,0.2222,0.4172
1216_jpg.rf.342273bdc3fc67c3e9a398dea6764ac5.jpg,267,1,0.0000,0.0000,0.0000,1.0000,0.5000
121817,268,16,0.2347,0.6672,0.0573,0.2552,0.3941
121833-1-,269,1,0.0000,0.6290,0.4167,0.5833,0.5833
121833-12-,270,1,0.0000,0.6934,0.3333,0.1667,0.5667
121833-2-,271,1,0.0000,0.6612,0.0000,0.3333,0.5000
121833-5-,272,1,0.0000,0.6612,0.1667,0.2500,0.5333
121833-8-,273,1,0.0000,0.6934,0.4167,0.1667,0.5833
121833-9-,274,1,0.0000,0.6934,0.1667,0.1667,0.5333
1219_jpg.rf.56fbe86ad364bbbfe79129d12cff7ab3.jpg,275,1,0.0000,0.1934,0.0000,1.0000,0.5000
1220_jpg.rf.8661f29355cfc3ab26d006870cc147cc.jpg,276,1,0.0000,0.3869,0.0000,1.0000,0.5000
122226-10-,277,1,0.0000,0.6860,0.3846,0.0769,0.5769
122226-11-,278,1,0.0000,0.6934,0.4167,0.1667,0.5833
122226-12-,279,1,0.0000,0.6934,0.3333,0.0833,0.5667
122226-13-,280,1,0.0000,0.6934,0.3333,0.0833,0.5667
122226-14-,281,1,0.0000,0.6612,0.4167,0.0833,0.5833
122226-16-,282,1,0.0000,0.6934,0.4167,0.1667,0.5833
122226-17-,283,1,0.0000,0.6612,0.4167,0.0833,0.5833
122226-2-,284,1,0.0000,0.6612,0.1667,0.1667,0.5333
122226-3-,285,1,0.0000,0.6934,0.3333,0.0833,0.5667
122226-4-,286,1,0.0000,0.6612,0.6667,0.0000,0.6333
122226-5-,287,1,0.0000,0.6934,0.5833,0.1667,0.6167
122226-6-,288,1,0.0000,0.6934,0.2500,0.4167,0.5500
122226-7-,289,1,0.0000,0.6934,0.4167,0.4167,0.5833
122226-9-,290,1,0.0000,0.6934,0.3333,0.4167,0.5667
1222262-10-,291,1,0.0000,0.6612,0.3333,0.4167,0.5667
1222262-11-,292,1,0.0000,0.6934,0.0000,0.4167,0.5000
1222262-12-,293,1,0.0000,0.6612,0.4167,0.3333,0.5833
1222262-13-,294,1,0.0000,0.6612,0.4167,0.2500,0.5833
1222262-14-,295,1,0.0000,0.6934,0.1667,0.1667,0.5333
1222262-15-,296,1,0.0000,0.6934,0.0000,0.1667,0.5000
1222262-16-,297,1,0.0000,0.6934,0.2500,0.3333,0.5500
1222262-17-,298,1,0.0000,0.6612,0.5000,0.2500,0.6000
1222262-2-,299,1,0.0000,0.6934,0.3333,0.2500,0.5667
1222262-4-,300,1,0.0000,0.6934,0.2500,0.2500,0.5500
1222262-5-,301,1,0.0000,0.6860,0.3077,0.0000,0.5615
1222262-6-,302,1,0.0000,0.6934,0.4167,0.1667,0.5833
1222262-7-,303,1,0.0000,0.6934,0.0833,0.3333,0.5167
1222262-8-,304,1,0.0000,0.7158,0.3077,0.1538,0.5615
1222262-9-,305,1,0.0000,0.6934,0.4167,0.3333,0.5833
122557,306,15,0.3208,0.6805,0.2056,0.2222,0.3807
122_jpg.rf.db0dff1c3a93d53d5c597698ebe635ae.jpg,307,1,0.0000,0.6934,0.0000,0.1667,0.5000
123558,308,13,0.2587,0.6454,0.1218,0.1474,0.3950
123_jpg.rf.9d13a8b6956e262c0f29c9df6b11711b.jpg,309,1,0.0000,0.6934,0.0000,0.0833,0.5000
124_jpg.rf.9e4e60d0d9bcba7cb8757c0ad2827d36.jpg,310,1,0.0000,0.6612,0.0833,0.0833,0.5167
125_jpg.rf.52764392ba963228a89da151dbdadfd2.jpg,311,1,0.0000,0.6934,0.0000,0.1667,0.5000
126_jpg.rf.96e664835379501b1d0ea65436758a1f.jpg,312,1,0.0000,0.6934,0.0000,0.0833,0.5000
127_jpg.rf.4899d0d1f73cf2adc553cb9473bcd57a.jpg,313,1,0.0000,0.6612,0.0000,0.0833,0.5000
128_jpg.rf.264ac2836430c1000e241694e2291784.jpg,314,1,0.0000,0.6934,0.0833,0.0833,0.5167
129_jpg.rf.7e4d2248e96a340ccf5bdf4117e00990.jpg,315,1,0.0000,0.6290,0.0000,0.1667,0.5000
130453-1-,316,1,0.0000,0.6934,0.1667,0.4167,0.5333
130453-11-,317,1,0.0000,0.6612,0.1667,0.0833,0.5333
130453-12-,318,1,0.0000,0.6612,0.3333,0.4167,0.5667
130453-14-,319,1,0.0000,0.6934,0.3333,0.0000,0.5667
130453-15-,320,1,0.0000,0.6934,0.1667,0.0000,0.5333
130453-2-,321,1,0.0000,0.6934,0.0833,0.5000,0.5167
130453-3-,322,1,0.0000,0.6612,0.4167,0.5833,0.5833
130453-5-,323,1,0.0000,0.6934,0.0833,0.3333,0.5167
130453-6-,324,1,0.0000,0.6612,0.5000,0.1667,0.6000
130453-7-,325,1,0.0000,0.6934,0.0833,0.3333,0.5167
130453-8-,326,1,0.0000,0.6934,0.4167,0.1667,0.5833
130_jpg.rf.18ea3545857e849909f6450b82d1900c.jpg,327,1,0.0000,0.6290,0.4167,0.1667,0.5833
131053,328,14,0.2479,0.6812,0.0417,0.1841,0.3844
131621,329,10,0.2805,0.6696,0.1083,0.2000,0.3814
131_jpg.rf.db862020140c5eb41337634770641b5b.jpg,330,1,0.0000,0.6612,0.0000,0.2500,0.5000
132755,331,13,0.3015,0.6835,0.1353,0.2157,0.3763
1327552,332,15,0.2788,0.6723,0.2449,0.1949,0.4096
133713-1-,333,1,0.0000,0.6612,0.4167,0.0833,0.5833
133713-10-,334,1,0.0000,0.6934,0.2500,0.4167,0.5500
133713-11-,335,1,0.0000,0.6934,0.1667,0.2500,0.5333
133713-2-,336,1,0.0000,0.6612,0.5000,0.5000,0.6000
133713-3-,337,1,0.0000,0.6934,0.5000,0.2500,0.6000
133713-4-,338,1,0.0000,0.6612,0.4167,0.2500,0.5833
133713-5-,339,1,0.0000,0.6934,0.1667,0.1667,0.5333
133713-7-,340,1,0.0000,0.6934,0.4167,0.2500,0.5833
133713-8-,341,1,0.0000,0.6612,0.5833,0.2500,0.6167
133713-9-,342,1,0.0000,0.6612,0.0000,0.4167,0.5000
133_jpg.rf.4983cfca9f37b2051ddd98d8aa684a01.jpg,343,1,0.0000,0.6290,0.0000,0.0000,0.5000
135_jpg.rf.1287c34afc1fe01de2aa8388469f39ac.jpg,344,1,0.0000,0.6612,0.0000,0.4167,0.5000
136_jpg.rf.3935cbdc8d479ca9eee2805cc7858916.jpg,345,1,0.0000,0.6290,0.0000,0.1667,0.5000
137_jpg.rf.45ec77c2323d65ba56d5fadca525dc08.jpg,346,1,0.0000,0.6934,0.0000,0.2500,0.5000
13_jpg.rf.1b40c1c07ab39c2f5b6b4793e421f336.jpg,347,1,0.0000,0.6934,0.0000,0.0000,0.5000
140_jpg.rf.5c289385630ac49fd12ea043a7cd2301.jpg,348,1,0.0000,0.6290,0.0000,0.0833,0.5000
141_jpg.rf.7097e26581b3b917907fe86b929309e3.jpg,349,1,0.0000,0.5967,0.1667,0.6667,0.5333
142_jpg.rf.d3bf6fc8a53f328d7914d32745edaf8c.jpg,350,1,0.0000,0.6934,0.0833,0.1667,0.5167
143_jpg.rf.11d39a87845c1cfdf85693b9efa54ce9.jpg,351,1,0.0000,0.6612,0.0000,0.0833,0.5000
144125-1-,352,1,0.0000,0.6934,0.3333,0.6667,0.5667
144125-10-,353,1,0.0000,0.6612,0.1667,0.4167,0.5333
144125-11-,354,1,0.0000,0.6934,0.4167,0.2500,0.5833
144125-12-,355,1,0.0000,0.6934,0.2500,0.2500,0.5500
144125-14-,356,1,0.0000,0.6934,0.3333,0.4167,0.5667
144125-2-,357,1,0.0000,0.6934,0.3333,0.3333,0.5667
144125-4-,358,1,0.0000,0.6612,0.2500,0.0833,0.5500
144125-5-,359,1,0.0000,0.6612,0.2500,0.1667,0.5500
144125-6-,360,1,0.0000,0.6612,0.0833,0.1667,0.5167
144125-8-,361,1,0.0000,0.6934,0.1667,0.2500,0.5333
144125-9-,362,1,0.0000,0.6934,0.0000,0.3333,0.5000
144929,363,1,0.0000,0.5523,0.5000,0.0833,0.6000
144_jpg.rf.9ddd4e713a0751616f0cffc541d12f36.jpg,364,1,0.0000,0.5988,0.0000,0.0000,0.5000
145632-1-,365,1,0.0000,0.6934,0.0833,0.0000,0.5167
145632,366,12,0.2704,0.6639,0.1111,0.1528,0.3870
145632-2-,367,1,0.0000,0.6612,0.4167,0.2500,0.5833
145632-3-,368,1,0.0000,0.6290,0.0000,0.4167,0.5000
145632-4-,369,1,0.0000,0.6612,0.1667,0.0000,0.5333
145632-5-,370,1,0.0000,0.6934,0.0000,0.3333,0.5000
145929,371,3,0.0905,0.5523,0.4167,0.1667,0.5381
146_jpg.rf.22d56df0a7fe6bac070205efa82263fd.jpg,372,1,0.0000,0.6340,0.0000,0.1818,0.5000
147_jpg.rf.95feb906f55e13aecf27a9ef9d699c3e.jpg,373,1,0.0000,0.5988,0.0000,0.8182,0.5000
148_jpg.rf.f8a5c131bcfc789ca2f8f6ef6ed3999a.jpg,374,1,0.0000,0.6612,0.0000,0.2500,0.5000
149_jpg.rf.7e3e3392f8ad6fe45fc8d5677c8917dd.jpg,375,1,0.0000,0.6612,0.2500,0.0000,0.5500
14_jpg.rf.faea954b0b7b1d9290086df8808149f1.jpg,376,1,0.0000,0.6612,0.0000,0.3333,0.5000
150230,377,8,0.1977,0.6027,0.0625,0.1562,0.4136
150_jpg.rf.48af2e7ce57ca079c871d6016ace24c9.jpg,378,1,0.0000,0.5988,0.0000,0.1818,0.5000
151_jpg.rf.110c913078272cb59a1e9b9c30d9f6eb.jpg,379,1,0.0000,0.6612,0.0000,0.4167,0.5000
152_jpg.rf.2a8b5275e9697695d1f1812d255df95e.jpg,380,1,0.0000,0.6425,0.0000,0.2000,0.5000
153_jpg.rf.e2309228b4839d31788d1c351edeea63.jpg,381,1,0.0000,0.6340,0.0000,0.0909,0.5000
154_jpg.rf.fae0cab3dc89fbb77bc7e27918356945.jpg,382,1,0.0000,0.6612,0.0000,0.0000,0.5000
155_jpg.rf.0610a76467dc38660e36942e6c527dbf.jpg,383,1,0.0000,0.6934,0.0000,0.2500,0.5000
156_jpg.rf.4687dc07d27ba48f565a12f5ebc85a48.jpg,384,1,0.0000,0.6612,0.0000,0.3333,0.5000
157_jpg.rf.398acfee6e27a6eecc22d359ab80de4a.jpg,385,1,0.0000,0.6612,0.1667,0.1667,0.5333
158_jpg.rf.1c6716e6bfcf66008c398bf5f33666e5.jpg,386,1,0.0000,0.6934,0.0000,0.2500,0.5000
159_jpg.rf.6e90cb2e828d44220ba586acf0a2e764.jpg,387,1,0.0000,0.6934,0.0000,0.0833,0.5000
15_jpg.rf.89542eec3ebc90200e8b857fec82400d.jpg,388,1,0.0000,0.5988,0.0000,0.1818,0.5000
160536-12-,389,1,0.0000,0.6934,0.4167,0.0833,0.5833
160536-13-,390,1,0.0000,0.6612,0.5000,0.4167,0.6000
160536-16-,391,1,0.0000,0.6612,0.4167,0.1667,0.5833
160536-2-,392,1,0.0000,0.6934,0.2500,0.6667,0.5500
160536-3-,393,1,0.0000,0.6934,0.5000,0.1667,0.6000
160536-4-,394,1,0.0000,0.6612,0.1667,0.4167,0.5333
160536-5-,395,1,0.0000,0.6934,0.3333,0.2500,0.5667
160536-6-,396,1,0.0000,0.6612,0.0833,0.2500,0.5167
160536-7-,397,1,0.0000,0.6934,0.3333,0.3333,0.5667
160536-8-,398,1,0.0000,0.6934,0.3333,0.3333,0.5667
160536-9-,399,1,0.0000,0.6934,0.4167,0.2500,0.5833
160_jpg.rf.c6fd9ae49a30c59cac1eb0436d465074.jpg,400,1,0.0000,0.6934,0.0000,0.3333,0.5000
161_jpg.rf.3c248aaaef110765129a7dd9a711a2c6.jpg,401,1,0.0000,0.6612,0.0000,0.2500,0.5000
162_jpg.rf.124df192e9dfb6d94ae8e18bded2c00e.jpg,402,1,0.0000,0.6612,0.0000,0.0000,0.5000
163517,403,13,0.2312,0.6485,0.0583,0.2517,0.3961
163_jpg.rf.8e529320035c5d0938c8c3d786e629f5.jpg,404,1,0.0000,0.6612,0.0000,0.0000,0.5000
164045,405,12,0.2144,0.6455,0.2014,0.2090,0.4331
164139,406,14,0.2507,0.6750,0.1012,0.2440,0.3949
164139-2-,407,1,0.0000,0.6934,0.0000,0.0833,0.5000
164901,408,16,0.2845,0.6672,0.1094,0.2240,0.3796
164_jpg.rf.627e3a3e8817aae00d23d2a8653d4adb.jpg,409,1,0.0000,0.6612,0.1667,0.5000,0.5333
165349,410,5,0.2516,0.6612,0.0833,0.1167,0.3909
165_jpg.rf.7ce596f13b1b340c9e560fdf6455b6ff.jpg,411,1,0.0000,0.6612,0.0000,0.1667,0.5000
16_jpg.rf.594356e2a90743350e8d4b32ea214cef.jpg,412,1,0.0000,0.5079,0.2500,0.0000,0.5500
170156,413,17,0.2912,0.6820,0.1569,0.1912,0.3858
170442-1-,414,1,0.0000,0.6934,0.0000,0.1667,0.5000
170442-10-,415,1,0.0000,0.6934,0.1667,0.0833,0.5333
170442-12-,416,1,0.0000,0.6934,0.1667,0.1667,0.5333
170442-13-,417,1,0.0000,0.6934,0.1667,0.4167,0.5333
170442-14-,418,1,0.0000,0.6934,0.0833,0.2500,0.5167
170442-3-,419,1,0.0000,0.6934,0.3333,0.5000,0.5667
170442-6-,420,1,0.0000,0.6934,0.4167,0.0000,0.5833
170442-8-,421,1,0.0000,0.6934,0.5000,0.0833,0.6000
171057,422,14,0.3042,0.6727,0.2202,0.2738,0.3919
172301,423,12,0.1857,0.5554,0.1761,0.1458,0.4424
173529,424,13,0.2342,0.6404,0.1090,0.1667,0.4047
173_jpg.rf.f00617e9138931b5af569212a7075c2d.jpg,425,1,0.0000,0.6934,0.0000,0.1667,0.5000
174713,426,13,0.2890,0.6803,0.0828,0.1780,0.3721
174_jpg.rf.ba2e24664de4b052cd812c186e939f77.jpg,427,1,0.0000,0.6934,0.0000,0.0000,0.5000
175131,428,5,0.2323,0.6354,0.0167,0.2000,0.3872
175_jpg.rf.f55c375965f293a0890182e34a34e83b.jpg,429,1,0.0000,0.6934,0.0000,0.3333,0.5000
176_jpg.rf.2267e9c4aa14299d51e4796da59b640a.jpg,430,1,0.0000,0.6290,0.5000,0.0000,0.6000
177_jpg.rf.3040ecec5743777b24b856e00ad28b6a.jpg,431,1,0.0000,0.6612,0.2500,0.1667,0.5500
178_jpg.rf.4b20150961a287bf154d0f132d3f46ea.jpg,432,1,0.0000,0.5652,0.2000,0.4000,0.5400
179_jpg.rf.78a430351fdcd3a5e1784eb5e3d5a847.jpg,433,1,0.0000,0.6290,0.1667,0.5000,0.5333
17_jpg.rf.a14c0155c6a66767d6c65f354266ef33.jpg,434,1,0.0000,0.6612,0.0000,0.1667,0.5000
181_jpg.rf.95e31bd92cbf32a61237cffdc2cb55ab.jpg,435,1,0.0000,0.6290,0.0833,0.0833,0.5167
182_jpg.rf.542640bc1b651734d0da4304885f58b4.jpg,436,1,0.0000,0.6612,0.0000,0.0833,0.5000
183_jpg.rf.f239c8bb0e857007f107279d56016fbc.jpg,437,1,0.0000,0.6934,0.0000,0.3333,0.5000
184032-1-,438,1,0.0000,0.6934,0.0000,0.0000,0.5000
184032-11-,439,1,0.0000,0.6934,0.2500,0.0833,0.5500
184032-12-,440,1,0.0000,0.6934,0.0000,0.4167,0.5000
184032-13-,441,1,0.0000,0.6290,0.1667,0.1667,0.5333
184032-2-,442,1,0.0000,0.6934,0.4167,0.0000,0.5833
184032-3-,443,1,0.0000,0.6934,0.1667,0.1667,0.5333
184032-5-,444,1,0.0000,0.6612,0.2500,0.2500,0.5500
184032-7-,445,1,0.0000,0.6612,0.2500,0.1667,0.5500
184032-8-,446,1,0.0000,0.6934,0.0833,0.4167,0.5167
184032-9-,447,1,0.0000,0.6934,0.0000,0.1667,0.5000
184_jpg.rf.01bc826a7d59a44072591dda6e96e43a.jpg,448,1,0.0000,0.6340,0.0000,0.1818,0.5000
185_jpg.rf.0dc889a8d09e7854637c55ac56d04cc0.jpg,449,1,0.0000,0.6340,0.0000,0.1818,0.5000
186_jpg.rf.1c929a30cbb3a7e50e4e93115fce4e1c.jpg,450,1,0.0000,0.6612,0.0000,0.1667,0.5000
187_jpg.rf.3c4024e9ab03c2e4770c9ce8a86db83f.jpg,451,1,0.0000,0.6340,0.0000,0.0000,0.5000
188_jpg.rf.3e44dbe7810d840ff1e71b46a9549947.jpg,452,1,0.0000,0.6612,0.0000,0.0833,0.5000
189_jpg.rf.d675332749cb649121cca4cb8d4553e1.jpg,453,1,0.0000,0.6290,0.0833,0.2500,0.5167
18_jpg.rf.8b5c250cbc76c7731d62ba7e18596d12.jpg,454,1,0.0000,0.6290,0.0000,0.1667,0.5000
190_jpg.rf.401960dc90a7f56d813ba2235daa2f34.jpg,455,1,0.0000,0.6340,0.0909,0.0000,0.5182
191_jpg.rf.423b11bb891c728c9302c546ea2cee0b.jpg,456,1,0.0000,0.5988,0.0909,0.4545,0.5182
192_jpg.rf.24e31cc2651fc0401b4d4e0c3b6eb69d.jpg,457,1,0.0000,0.5645,0.0000,0.0000,0.5000
193_jpg.rf.8c44a5d92f7691b3461ceb8294ced9a1.jpg,458,1,0.0000,0.6691,0.0909,0.0909,0.5182
194_jpg.rf.fb6e3af29b21da27c51d9fde1426d490.jpg,459,1,0.0000,0.6612,0.1667,0.0833,0.5333
195_jpg.rf.b85df79e7b7fb6ea090a1212ae18d76c.jpg,460,1,0.0000,0.5645,0.0833,0.2500,0.5167
197_jpg.rf.9f632db7bf8be6ef1365a7bb67c59170.jpg,461,1,0.0000,0.6290,0.0000,0.0833,0.5000
198_jpg.rf.62c218342a66fcaf8c4eb3669811bc47.jpg,462,1,0.0000,0.6612,0.0000,0.0833,0.5000
199_jpg.rf.0f4d5d5d8af5fc42afd5fc28ed1e9504.jpg,463,1,0.0000,0.6290,0.0833,0.5833,0.5167
19_jpg.rf.dbd85a7c96e7ffdf911bab00fe0284fd.jpg,464,1,0.0000,0.5967,0.1667,0.0000,0.5333
1_jpg.rf.c3ad8a2f5ccc4cf0c41f8d0a9e191b54.jpg,465,1,0.0000,0.5201,0.4167,0.1667,0.5833
201_jpg.rf.744765c99d1293c2ae66f00c39a829f3.jpg,466,1,0.0000,0.6290,0.0000,0.0833,0.5000
202_jpg.rf.6760b828bb4c3d2c3ddf40aee454f619.jpg,467,1,0.0000,0.6612,0.0000,0.2500,0.5000
203_jpg.rf.0ccb12e7d27e80a1b5bfd0c8b968481a.jpg,468,1,0.0000,0.6290,0.0833,0.0000,0.5167
204_jpg.rf.96f013cc1c709f8bf369fe75544bfa16.jpg,469,1,0.0000,0.6612,0.0000,0.0000,0.5000
205_jpg.rf.9ec58426bbd32e740289bc450e215615.jpg,470,1,0.0000,0.6612,0.3333,0.3333,0.5667
206_jpg.rf.e3b9d085b080fc6d24640ee3534ebc83.jpg,471,1,0.0000,0.6290,0.1667,0.4167,0.5333
207_jpg.rf.8c2df2cccbd3c36b71368cf5dc58b7ce.jpg,472,1,0.0000,0.6290,0.0000,0.2500,0.5000
208_jpg.rf.794da2f5b59080e6bd7cb2dd5c6f5ab0.jpg,473,1,0.0000,0.6612,0.0833,0.0000,0.5167
209_jpg.rf.8e4b750ea7ef2da14ea3eb46db86ce4d.jpg,474,1,0.0000,0.6934,0.0000,0.4167,0.5000
20_jpg.rf.e52dcca667de40beaa8d27d18a090c8c.jpg,475,1,0.0000,0.5201,0.1667,0.0000,0.5333
210_jpg.rf.704e234058e03859d5ae8c7e5ccff796.jpg,476,1,0.0000,0.5967,0.5000,0.3333,0.6000
211_jpg.rf.054eea0016c37dc863eaeb95aede5704.jpg,477,1,0.0000,0.5967,0.6667,0.0000,0.6333
212_jpg.rf.8a6674cd2d4fca84b579f195ab5b7ef9.jpg,478,1,0.0000,0.6934,0.0000,0.3333,0.5000
214_jpg.rf.6a7995886387093deceb7910c8552058.jpg,479,1,0.0000,0.6612,0.0833,0.0000,0.5167
215_jpg.rf.a48a075024ea3979fe13f9c72b5d74f4.jpg,480,1,0.0000,0.6290,0.0833,0.3333,0.5167
216_jpg.rf.f497a2989b25f6aba29d57d7255a0f83.jpg,481,1,0.0000,0.5988,0.0909,0.2727,0.5182
217_jpg.rf.89b7ba83861ed7e46baeb1010e94b97b.jpg,482,1,0.0000,0.6290,0.3333,0.5000,0.5667
218_jpg.rf.47690e7eeae557212c620d85a58222e7.jpg,483,1,0.0000,0.6340,0.1818,0.1818,0.5364
21_jpg.rf.1c76ab92e9ccda5c94591c87f4d21c43.jpg,484,1,0.0000,0.6290,0.0000,0.3333,0.5000
220_jpg.rf.e455322eabed84eb1ada610505009fee.jpg,485,1,0.0000,0.6612,0.0833,0.6667,0.5167
221_jpg.rf.42edf0d1a826b6ae722d12d73ac2187f.jpg,486,1,0.0000,0.5967,0.0000,0.1667,0.5000
222_jpg.rf.2a999aca893fd261af9f64534d07449d.jpg,487,1,0.0000,0.6934,0.0833,0.4167,0.5167
223_jpg.rf.fcb0d75a2bb10cf12d655162f4413ec6.jpg,488,1,0.0000,0.5967,0.1667,0.0833,0.5333
224_jpg.rf.1015f9e0c516ef2f6211ea92118a4bb9.jpg,489,1,0.0000,0.5636,0.3636,0.0909,0.5727
226_jpg.rf.a58db3c6399a2e8a994d6c39e60f0a62.jpg,490,1,0.0000,0.5636,0.0000,0.0000,0.5000
227_jpg.rf.641563b895ffe8f44b5d4bcf7fe0245e.jpg,491,1,0.0000,0.5988,0.0000,0.0909,0.5000
228_jpg.rf.c3001840db79f4520f18af7fbdf86643.jpg,492,1,0.0000,0.6612,0.0000,0.1667,0.5000
229_jpg.rf.de6e0dca6de1ad75acbdf91978852df1.jpg,493,1,0.0000,0.6934,0.0000,0.4167,0.5000
22_jpg.rf.1e838a7ea4135eb01f73ada21d0ad095.jpg,494,1,0.0000,0.5845,0.4167,0.0833,0.5833
230_jpg.rf.2c1a8fb3230239cc74b9d7ccd54486ed.jpg,495,1,0.0000,0.5988,0.2727,0.2727,0.5545
231_jpg.rf.251770491b5ee6405448a17293a250a2.jpg,496,1,0.0000,0.6340,0.0909,0.1818,0.5182
233_jpg.rf.46e655c7ca8cab78a5f90eec7291b647.jpg,497,1,0.0000,0.5855,0.1818,0.1818,0.5364
237_jpg.rf.2632daaa46c9ecc0199dfc560635c97f.jpg,498,1,0.0000,0.6612,0.0000,0.0833,0.5000
238_jpg.rf.b603582e4c2b95d6292423dff05a8f15.jpg,499,1,0.0000,0.6340,0.0000,0.1818,0.5000
239_jpg.rf.52bf692ca51acc1f61610a19eb2b15ee.jpg,500,1,0.0000,0.6612,0.0000,0.0000,0.5000
23_jpg.rf.370533c98aed54813c23d6679f9745a9.jpg,501,1,0.0000,0.5967,0.0833,0.0000,0.5167
